x,y
0.102041,0.849274
0.102041,0.859322
0.102041,0.869371
0.102041,0.879419
0.102041,0.889467
0.102041,0.899516
0.102041,0.909564
0.102041,0.919613
0.102041,0.929661
0.102041,0.939709
0.102041,0.949758
0.102041,0.959806
0.102041,0.969855
0.102041,0.979903
0.102041,0.989952
0.102041,1.000000
0.122449,0.007497
0.122449,0.017522
0.122449,0.027547
0.122449,0.037573
0.122449,0.047598
0.122449,0.057623
0.122449,0.067649
0.122449,0.077674
0.122449,0.087699
0.122449,0.097724
0.122449,0.107750
0.122449,0.117775
0.122449,0.127800
0.122449,0.137826
